MUN_NAME,MUN_NAME_data_orig,MUN_CODE,UF_ABBREV,Modulo_fiscal_ha
Piaçabuçu,Piaçabuçu,2706802,AL,60
Pilar,Pilar,2706901,AL,12
Pindoba,Pindoba,2707008,AL,16
Piranhas,Piranhas,2707107,AL,70
Poço das Trincheiras,Poço das Trincheiras,2707206,AL,70
Porto Calvo,Porto Calvo,2707305,AL,16
Porto de Pedras,Porto de Pedras,2707404,AL,16
Porto Real do Colégio,Porto Real do Colégio,2707503,AL,60
Quebrangulo,Quebrangulo,2707602,AL,35
Rio Largo,Rio Largo,2707701,AL,12
Roteiro,Roteiro,2707800,AL,30
Santa Luzia do Norte,Santa Luzia do Norte,2707909,AL,12
Santana do Ipanema,Santana do Ipanema,2708006,AL,70
Santana do Mundaú,Santana do Mundaú,2708105,AL,16
São Brás,São Brás,2708204,AL,35
São José da Laje,São José da Laje,2708303,AL,16
São José da Tapera,São José da Tapera,2708402,AL,70
São Luís do Quitunde,São Luís do Quitunde,2708501,AL,16
São Miguel dos Campos,São Miguel dos Campos,2708600,AL,30
São Miguel dos Milagres,São Miguel dos Milagres,2708709,AL,16
São Sebastião,São Sebastião,2708808,AL,35
Satuba,Satuba,2708907,AL,12
Senador Rui Palmeira,Senador Rui Palmeira,2708956,AL,70
Tanque d'Arca,Tanque D'arca,2709004,AL,NA
Taquarana,Taquarana,2709103,AL,15
Teotônio Vilela,Teotânio Vilela,2709152,AL,NA
Traipu,Traipu,2709202,AL,30
União dos Palmares,União dos Palmares,2709301,AL,16
Viçosa,Viçosa,2709400,AL,16
Amparo do São Francisco,Amparo de São Francisco,2800100,SE,NA
Aquidabã,Aquidabã,2800209,SE,40
Aracaju,Aracaju,2800308,SE,7
Arauá,Arauá,2800407,SE,30
Areia Branca,Areia Branca,2800506,SE,35
Barra dos Coqueiros,Barra dos Coqueiros,2800605,SE,5
Boquim,Boquim,2800670,SE,30
Brejo Grande,Brejo Grande,2800704,SE,18
Campo do Brito,Campo do Brito,2801009,SE,35
Canhoba,Canhoba,2801108,SE,45
Canindé de São Francisco,Canindé de São Francisco,2801207,SE,70
Capela,Capela,2801306,SE,30
Carira,Carira,2801405,SE,70
Carmópolis,Carmópolis,2801504,SE,18
Cedro de São João,Cedro de São João,2801603,SE,40
Cristinápolis,Cristinápolis,2801702,SE,35
Cumbe,Cumbe,2801900,SE,40
Divina Pastora,Divina Pastora,2802007,SE,30
Estância,Estância,2802106,SE,10
Feira Nova,Feira Nova,2802205,SE,70
Frei Paulo,Frei Paulo,2802304,SE,70
Gararu,Gararu,2802403,SE,70
General Maynard,General Maynard,2802502,SE,18
Gracho Cardoso,Gracho Cardoso,2802601,SE,70
Ilha das Flores,Ilha das Flores,2802700,SE,18
Indiaroba,Indiaroba,2802809,SE,10
Itabaiana,Itabaiana,2802908,SE,20
Itabaianinha,Itabaianinha,2803005,SE,30
Itabi,Itabi,2803104,SE,70
Itaporanga d'Ajuda,Itaporanga D'ajuda,2803203,SE,NA
Japaratuba,Japaratuba,2803302,SE,30
Japoatã,Japoatã,2803401,SE,35
Lagarto,Lagarto,2803500,SE,35
Laranjeiras,Laranjeiras,2803609,SE,30
Macambira,Macambira,2803708,SE,60
Malhada dos Bois,Malhada dos Bois,2803807,SE,40
Malhador,Malhador,2803906,SE,30
Maruim,Maruim,2804003,SE,35
Moita Bonita,Moita Bonita,2804102,SE,20
Monte Alegre de Sergipe,Monte Alegre de Sergipe,2804201,SE,70
Muribeca,Muribeca,2804300,SE,40
Neópolis,Neópolis,2804409,SE,35
Nossa Senhora Aparecida,Nossa Senhora Aparecida,2804458,SE,70
Nossa Senhora da Glória,Nossa Senhora da Glória,2804508,SE,70
Nossa Senhora das Dores,Nossa Senhora das Dores,2804607,SE,40
Nossa Senhora de Lourdes,Nossa Senhora de Lourdes,2804706,SE,60
Nossa Senhora do Socorro,Nossa Senhora do Socorro,2804805,SE,10
Pacatuba,Pacatuba,2804904,SE,20
Pedra Mole,Pedra Mole,2805000,SE,70
Pedrinhas,Pedrinhas,2805109,SE,30
Pinhão,Pinhão,2805208,SE,70
Pirambu,Pirambu,2805307,SE,18
Poço Redondo,Poço Redondo,2805406,SE,70
Poço Verde,Poço Verde,2805505,SE,40
Porto da Folha,Porto da Folha,2805604,SE,70
Propriá,Propriá,2805703,SE,35
Riachão do Dantas,Riachão do Dantas,2805802,SE,35
Riachuelo,Riachuelo,2805901,SE,35
Ribeirópolis,Ribeirópolis,2806008,SE,70
Rosário do Catete,Rosário do Catete,2806107,SE,30
Salgado,Salgado,2806206,SE,30
Santa Luzia do Itanhy,Santa Luzia do Itanhy,2806305,SE,10
Santana do São Francisco,Santana do São Francisco,2806404,SE,35
Santa Rosa de Lima,Santa Rosa de Lima,2806503,SE,35
Santo Amaro das Brotas,Santo Amaro das Brotas,2806602,SE,20
São Cristóvão,São Cristóvão,2806701,SE,10
São Domingos,São Domingos,2806800,SE,30
São Francisco,São Francisco,2806909,SE,40
São Miguel do Aleixo,São Miguel do Aleixo,2807006,SE,70
Simão Dias,Simão Dias,2807105,SE,40
Siriri,Siriri,2807204,SE,35
Telha,Telha,2807303,SE,40
Tobias Barreto,Tobias Barreto,2807402,SE,70
Tomar do Geru,Tomar do Geru,2807501,SE,40
Umbaúba,Umbaúba,2807600,SE,14
Abaíra,Abaíra,2900108,BA,65
Abaré,Abaré,2900207,BA,65
Acajutiba,Acajutiba,2900306,BA,30
Adustina,Adustina,2900355,BA,30
Água Fria,Água Fria,2900405,BA,60
Érico Cardoso,Érico Cardoso,2900504,BA,65
Aiquara,Aiquara,2900603,BA,35
Alagoinhas,Alagoinhas,2900702,BA,30
Alcobaça,Alcobaça,2900801,BA,35
Almadina,Almadina,2900900,BA,20
Amargosa,Amargosa,2901007,BA,35
Amélia Rodrigues,Amélia Rodrigues,2901106,BA,30
América Dourada,América Dourada,2901155,BA,65
Anagé,Anagé,2901205,BA,35
Andaraí,Andaraí,2901304,BA,65
Andorinha,Andorinha,2901353,BA,65
Angical,Angical,2901403,BA,65
Anguera,Anguera,2901502,BA,60
Antas,Antas,2901601,BA,30
Antônio Cardoso,Antânio Cardoso,2901700,BA,NA
Antônio Gonçalves,Antânio Gonçalves,2901809,BA,NA
Aporá,Aporá,2901908,BA,30
Apuarema,Apuarema,2901957,BA,35
Aracatu,Aracatu,2902005,BA,65
Araçás,Araças,2902054,BA,NA
Araci,Araci,2902104,BA,50
Aramari,Aramari,2902203,BA,30
Arataca,Arataca,2902252,BA,20
Aratuípe,Aratuípe,2902302,BA,30
Aurelino Leal,Aurelino Leal,2902401,BA,20
Baianópolis,Baianópolis,2902500,BA,65
Baixa Grande,Baixa Grande,2902609,BA,60
Banzaê,Banzaê,2902658,BA,30
Barra,Barra,2902708,BA,65
Barra da Estiva,Barra da Estiva,2902807,BA,65
Barra do Choça,Barra do Choça,2902906,BA,35
Barra do Mendes,Barra do Mendes,2903003,BA,65
Barra do Rocha,Barra do Rocha,2903102,BA,20
Barreiras,Barreiras,2903201,BA,65
Barro Alto,Barro Alto,2903235,BA,65
Barrocas,Barrocas,2903276,BA,50
Barro Preto,Barro Preto,2903300,BA,20
Belmonte,Belmonte,2903409,BA,20
Belo Campo,Belo Campo,2903508,BA,35
Biritinga,Biritinga,2903607,BA,50
Boa Nova,Boa Nova,2903706,BA,35
Boa Vista do Tupim,Boa Vista do Tupim,2903805,BA,60
Bom Jesus da Lapa,Bom Jesus da Lapa,2903904,BA,65
Bom Jesus da Serra,Bom Jesus da Serra,2903953,BA,35
Boninal,Boninal,2904001,BA,65
Bonito,Bonito,2904050,BA,65
Boquira,Boquira,2904100,BA,65
Botuporã,Botuporã,2904209,BA,65
Brejões,Brej§es,2904308,BA,NA
Brejolândia,Brejolândia,2904407,BA,65
Brotas de Macaúbas,Brotas de Macaúbas,2904506,BA,65
Brumado,Brumado,2904605,BA,65
Buerarema,Buerarema,2904704,BA,20
Buritirama,Buritirama,2904753,BA,65
Caatiba,Caatiba,2904803,BA,35
Cabaceiras do Paraguaçu,Cabaceiras do Paraguaçu,2904852,BA,30
Cachoeira,Cachoeira,2904902,BA,30
Caculé,Caculé,2905008,BA,65
Caém,Caém,2905107,BA,60
Caetanos,Caetanos,2905156,BA,35
Caetité,Caetité,2905206,BA,65
Cafarnaum,Cafarnaum,2905305,BA,65
Cairu,Cairu,2905404,BA,40
Caldeirão Grande,Caldeirão Grande,2905503,BA,65
Camacan,Camacan,2905602,BA,20
Camaçari,Camaçari,2905701,BA,7
Camamu,Camamu,2905800,BA,20
Campo Alegre de Lourdes,Campo Alegre de Lourdes,2905909,BA,65
Campo Formoso,Campo Formoso,2906006,BA,65
Canápolis,Canápolis,2906105,BA,65
Canarana,Canarana,2906204,BA,65
Canavieiras,Canavieiras,2906303,BA,20
Candeal,Candeal,2906402,BA,60
Candeias,Candeias,2906501,BA,7
Candiba,Candiba,2906600,BA,65
Cândido Sales,Cândido Sales,2906709,BA,35
Cansanção,Cansanção,2906808,BA,50
Canudos,Canudos,2906824,BA,50
Capela do Alto Alegre,Capela do Alto Alegre,2906857,BA,50
Capim Grosso,Capim Grosso,2906873,BA,60
Caraíbas,Caraíbas,2906899,BA,65
Caravelas,Caravelas,2906907,BA,35
Cardeal da Silva,Cardeal da Silva,2907004,BA,30
Carinhanha,Carinhanha,2907103,BA,65
Casa Nova,Casa Nova,2907202,BA,65
Castro Alves,Castro Alves,2907301,BA,60
Catolândia,Catolândia,2907400,BA,65
Catu,Catu,2907509,BA,7
Caturama,Caturama,2907558,BA,65
Central,Central,2907608,BA,65
Chorrochó,Chorrochó,2907707,BA,65
Cícero Dantas,Cícero Dantas,2907806,BA,30
Cipó,Cipó,2907905,BA,30
Coaraci,Coaraci,2908002,BA,20
Cocos,Cocos,2908101,BA,65
Conceição da Feira,Conceição da Feira,2908200,BA,30
Conceição do Almeida,Conceição do Almeida,2908309,BA,30
Conceição do Coité,Conceição do Coité,2908408,BA,50
Conceição do Jacuípe,Conceição do Jacuípe,2908507,BA,30
Conde,Conde,2908606,BA,30
Condeúba,Condeúba,2908705,BA,65
Contendas do Sincorá,Contendas do Sincorá,2908804,BA,65
Coração de Maria,Coração de Maria,2908903,BA,15
Cordeiros,Cordeiros,2909000,BA,65
Coribe,Coribe,2909109,BA,65
Coronel João Sá,Coronel João Sá,2909208,BA,70
Correntina,Correntina,2909307,BA,65
Cotegipe,Cotegipe,2909406,BA,65
Cravolândia,Cravolândia,2909505,BA,35
Crisópolis,Crisópolis,2909604,BA,30
Cristópolis,Cristópolis,2909703,BA,65
Cruz das Almas,Cruz das Almas,2909802,BA,30
Curaçá,Curaçá,2909901,BA,65
Dário Meira,Dário Meira,2910008,BA,35
Dias d'Ávila,Dias D'ávila,2910057,BA,NA
Dom Basílio,Dom Basílio,2910107,BA,65
Dom Macedo Costa,Dom Macedo Costa,2910206,BA,30
Elísio Medrado,Elísio Medrado,2910305,BA,50
Encruzilhada,Encruzilhada,2910404,BA,50
Entre Rios,Entre Rios,2910503,BA,30
Esplanada,Esplanada,2910602,BA,30
Euclides da Cunha,Euclides da Cunha,2910701,BA,50
Eunápolis,Eunápolis,2910727,BA,35
Fátima,Fátima,2910750,BA,30
Feira da Mata,Feira da Mata,2910776,BA,65
Feira de Santana,Feira de Santana,2910800,BA,30
Filadélfia,Filadélfia,2910859,BA,65
Firmino Alves,Firmino Alves,2910909,BA,20
Floresta Azul,Floresta Azul,2911006,BA,20
Formosa do Rio Preto,Formosa do Rio Preto,2911105,BA,65
Gandu,Gandu,2911204,BA,20
Gavião,Gavião,2911253,BA,50
Gentio do Ouro,Gentio do Ouro,2911303,BA,65
Glória,Glória,2911402,BA,70
Gongogi,Gongogi,2911501,BA,20
Governador Mangabeira,Governador Mangabeira,2911600,BA,30
Guajeru,Guajeru,2911659,BA,65
Guanambi,Guanambi,2911709,BA,65
Guaratinga,Guaratinga,2911808,BA,40
Heliópolis,Heliópolis,2911857,BA,30
Iaçu,Iaçu,2911907,BA,50
Ibiassucê,Ibiassucê,2912004,BA,65
Ibicaraí,Ibicaraí,2912103,BA,20
Ibicoara,Ibicoara,2912202,BA,65
Ibicuí,Ibicuí,2912301,BA,40
Ibipeba,Ibipeba,2912400,BA,65
Ibipitanga,Ibipitanga,2912509,BA,65
Ibiquera,Ibiquera,2912608,BA,60
Ibirapitanga,Ibirapitanga,2912707,BA,20
Ibirapuã,Ibirapuã,2912806,BA,55
Ibirataia,Ibirataia,2912905,BA,20
Ibitiara,Ibitiara,2913002,BA,65
Ibititá,Ibititá,2913101,BA,65
Ibotirama,Ibotirama,2913200,BA,65
Ichu,Ichu,2913309,BA,60
Igaporã,Igaporã,2913408,BA,65
Igrapiúna,Igrapiúna,2913457,BA,20
Iguaí,Iguaí,2913507,BA,30
Ilhéus,Ilhéus,2913606,BA,20
Inhambupe,Inhambupe,2913705,BA,30
Ipecaetá,Ipecaetá,2913804,BA,50
Ipiaú,Ipiaú,2913903,BA,20
Ipirá,Ipirá,2914000,BA,60
Ipupiara,Ipupiara,2914109,BA,65
Irajuba,Irajuba,2914208,BA,35
Iramaia,Iramaia,2914307,BA,65
Iraquara,Iraquara,2914406,BA,65
Irará,Irará,2914505,BA,30
Irecê,Irecê,2914604,BA,65
Itabela,Itabela,2914653,BA,35
Itaberaba,Itaberaba,2914703,BA,60
Itabuna,Itabuna,2914802,BA,20
Itacaré,Itacaré,2914901,BA,20
Itaeté,Itaeté,2915007,BA,65
Itagi,Itagi,2915106,BA,35
Itagibá,Itagibá,2915205,BA,35
Itagimirim,Itagimirim,2915304,BA,40
Itaguaçu da Bahia,Itaguaçu da Bahia,2915353,BA,65
Itaju do Colônia,Itaju do Colânia,2915403,BA,NA
Itajuípe,Itajuípe,2915502,BA,20
Itamaraju,Itamaraju,2915601,BA,40
Itamari,Itamari,2915700,BA,20
Itambé,Itambé,2915809,BA,60
Itanagra,Itanagra,2915908,BA,30
Itanhém,Itanhém,2916005,BA,50
Itaparica,Itaparica,2916104,BA,7
Itapé,Itapé,2916203,BA,20
Itapebi,Itapebi,2916302,BA,35
Itapetinga,Itapetinga,2916401,BA,60
Itapicuru,Itapicuru,2916500,BA,30
Itapitanga,Itapitanga,2916609,BA,20
Itaquara,Itaquara,2916708,BA,35
Itarantim,Itarantim,2916807,BA,60
Itatim,Itatim,2916856,BA,50
Itiruçu,Itiruçu,2916906,BA,35
Itiúba,Itiúba,2917003,BA,50
Itororó,Itororó,2917102,BA,30
Ituaçu,Ituaçu,2917201,BA,65
Ituberá,Ituberá,2917300,BA,20
Iuiu,Iuiú,2917334,BA,NA
Jaborandi,Jaborandi,2917359,BA,65
Jacaraci,Jacaraci,2917409,BA,65
Jacobina,Jacobina,2917508,BA,60
Jaguaquara,Jaguaquara,2917607,BA,35
Jaguarari,Jaguarari,2917706,BA,65
Jaguaripe,Jaguaripe,2917805,BA,30
Jandaíra,Jandaíra,2917904,BA,30
Jequié,Jequié,2918001,BA,35
Jeremoabo,Jeremoabo,2918100,BA,70
Jiquiriçá,Jiquiriçá,2918209,BA,35
Jitaúna,Jitaúna,2918308,BA,35
João Dourado,João Dourado,2918357,BA,65
Juazeiro,Juazeiro,2918407,BA,65
Jucuruçu,Jucuruçu,2918456,BA,40
Jussara,Jussara,2918506,BA,65
Jussari,Jussari,2918555,BA,20
Jussiape,Jussiape,2918605,BA,65
Lafaiete Coutinho,Lafaiete Coutinho,2918704,BA,35
Lagoa Real,Lagoa Real,2918753,BA,65
Laje,Laje,2918803,BA,35
Lajedão,Lajedão,2918902,BA,55
Lajedinho,Lajedinho,2919009,BA,60
Lajedo do Tabocal,Lajedo do Tabocal,2919058,BA,35
Lamarão,Lamarão,2919108,BA,50
Lapão,Lapão,2919157,BA,65
Lauro de Freitas,Lauro de Freitas,2919207,BA,7
Lençóis,Lençóis,2919306,BA,65
Licínio de Almeida,Licínio de Almeida,2919405,BA,65
Livramento de Nossa Senhora,Livramento de Nossa Senhora,2919504,BA,65
Luís Eduardo Magalhães,Luís Eduardo Magalhães,2919553,BA,65
Macajuba,Macajuba,2919603,BA,60
Macarani,Macarani,2919702,BA,60
Macaúbas,Macaúbas,2919801,BA,65
Macururé,Macururé,2919900,BA,65
Madre de Deus,Madre de Deus,2919926,BA,5
Maetinga,Maetinga,2919959,BA,65
Maiquinique,Maiquinique,2920007,BA,60
Mairi,Mairi,2920106,BA,60
Malhada,Malhada,2920205,BA,65
Malhada de Pedras,Malhada de Pedras,2920304,BA,65
Manoel Vitorino,Manoel Vitorino,2920403,BA,35
Mansidão,Mansidão,2920452,BA,65
Maracás,Maracás,2920502,BA,35
Maragogipe,Maragogipe,2920601,BA,30
Maraú,Maraú,2920700,BA,20
Marcionílio Souza,Marcionílio Souza,2920809,BA,35
Mascote,Mascote,2920908,BA,20
Mata de São João,Mata de São João,2921005,BA,7
Matina,Matina,2921054,BA,65
Medeiros Neto,Medeiros Neto,2921104,BA,55
Miguel Calmon,Miguel Calmon,2921203,BA,60
Milagres,Milagres,2921302,BA,35
Mirangaba,Mirangaba,2921401,BA,65
Mirante,Mirante,2921450,BA,35
Monte Santo,Monte Santo,2921500,BA,50
Morpará,Morpará,2921609,BA,65
Morro do Chapéu,Morro do Chapéu,2921708,BA,65
Mortugaba,Mortugaba,2921807,BA,65
Mucugê,Mucugê,2921906,BA,65
Mucuri,Mucuri,2922003,BA,35
Mulungu do Morro,Mulungu do Morro,2922052,BA,65
Mundo Novo,Mundo Novo,2922102,BA,60
Muniz Ferreira,Muniz Ferreira,2922201,BA,30
Muquém do São Francisco,Muquém de São Francisco,2922250,BA,NA
Muritiba,Muritiba,2922300,BA,30
Mutuípe,Mutuípe,2922409,BA,35
Nazaré,Nazaré,2922508,BA,30
Nilo Peçanha,Nilo Peçanha,2922607,BA,20
Nordestina,Nordestina,2922656,BA,50
Nova Canaã,Nova Canaã,2922706,BA,35
Nova Fátima,Nova Fátima,2922730,BA,50
Nova Ibiá,Nova Ibiá,2922755,BA,20
Nova Itarana,Nova Itarana,2922805,BA,35
Nova Redenção,Nova Redenção,2922854,BA,65
Nova Soure,Nova Soure,2922904,BA,30
Nova Viçosa,Nova Viçosa,2923001,BA,35
Novo Horizonte,Novo Horizonte,2923035,BA,65
Novo Triunfo,Novo Triunfo,2923050,BA,30
Olindina,Olindina,2923100,BA,30
Oliveira dos Brejinhos,Oliveira dos Brejinhos,2923209,BA,65
Ouriçangas,Ouriçangas,2923308,BA,30
Ourolândia,Ourolândia,2923357,BA,60
Palmas de Monte Alto,Palmas de Monte Alto,2923407,BA,65
Palmeiras,Palmeiras,2923506,BA,65
Paramirim,Paramirim,2923605,BA,65
Paratinga,Paratinga,2923704,BA,65
Paripiranga,Paripiranga,2923803,BA,30
Pau Brasil,Pau Brasil,2923902,BA,35
Paulo Afonso,Paulo Afonso,2924009,BA,70
Pé de Serra,Pé de Serra,2924058,BA,50
Pedrão,Pedrão,2924108,BA,30
Pedro Alexandre,Pedro Alexandre,2924207,BA,70
Piatã,Piatã,2924306,BA,65
Pilão Arcado,Pilão Arcado,2924405,BA,65
Pindaí,Pindaí,2924504,BA,65
Pindobaçu,Pindobaçu,2924603,BA,65
Pintadas,Pintadas,2924652,BA,60
Piraí do Norte,Piraí do Norte,2924678,BA,20
Piripá,Piripá,2924702,BA,65
Piritiba,Piritiba,2924801,BA,60
Planaltino,Planaltino,2924900,BA,35
Planalto,Planalto,2925006,BA,35
Poções,Poç§es,2925105,BA,NA
Pojuca,Pojuca,2925204,BA,7
Ponto Novo,Ponto Novo,2925253,BA,65
Porto Seguro,Porto Seguro,2925303,BA,35
Potiraguá,Potiraguá,2925402,BA,50
Prado,Prado,2925501,BA,35
Presidente Dutra,Presidente Dutra,2925600,BA,65
Presidente Jânio Quadros,Presidente Jânio Quadros,2925709,BA,65
Presidente Tancredo Neves,Presidente Tancredo Neves,2925758,BA,20
Queimadas,Queimadas,2925808,BA,50
Quijingue,Quijingue,2925907,BA,50
Quixabeira,Quixabeira,2925931,BA,60
Rafael Jambeiro,Rafael Jambeiro,2925956,BA,60
Remanso,Remanso,2926004,BA,65
Retirolândia,Retirolândia,2926103,BA,50
Riachão das Neves,Riachão das Neves,2926202,BA,65
Riachão do Jacuípe,Riachão do Jacuípe,2926301,BA,50
Riacho de Santana,Riacho de Santana,2926400,BA,65
Ribeira do Amparo,Ribeira do Amparo,2926509,BA,30
Ribeira do Pombal,Ribeira do Pombal,2926608,BA,30
Ribeirão do Largo,Ribeirão do Largo,2926657,BA,50
Rio de Contas,Rio de Contas,2926707,BA,65
Rio do Antônio,Rio do Antânio,2926806,BA,NA
Rio do Pires,Rio do Pires,2926905,BA,65
Rio Real,Rio Real,2927002,BA,30
Rodelas,Rodelas,2927101,BA,65
Ruy Barbosa,Ruy Barbosa,2927200,BA,60
Salinas da Margarida,Salinas da Margarida,2927309,BA,30
Salvador,Salvador,2927408,BA,5
Santa Bárbara,Santa Bárbara,2927507,BA,50
Santa Brígida,Santa Brígida,2927606,BA,70
Santa Cruz Cabrália,Santa Cruz Cabrália,2927705,BA,35
Santa Cruz da Vitória,Santa Cruz da Vitória,2927804,BA,50
Santa Inês,Santa Inês,2927903,BA,35
Santaluz,Santaluz,2928000,BA,50
Santa Luzia,Santa Luzia,2928059,BA,20
Santa Maria da Vitória,Santa Maria da Vitória,2928109,BA,65
Santana,Santana,2928208,BA,65
Santanópolis,Santanópolis,2928307,BA,50
Santa Rita de Cássia,Santa Rita de Cássia,2928406,BA,65
Santa Terezinha,Santa Teresinha,2928505,BA,NA
Santo Amaro,Santo Amaro,2928604,BA,30
Santo Antônio de Jesus,Santo Antânio de Jesus,2928703,BA,NA
Santo Estêvão,Santo Estêvão,2928802,BA,50
São Desidério,São Desidério,2928901,BA,65
São Domingos,São Domingos,2928950,BA,50
São Félix,São Félix,2929008,BA,30
São Félix do Coribe,São Félix do Coribe,2929057,BA,65
São Felipe,São Felipe,2929107,BA,30
São Francisco do Conde,São Francisco do Conde,2929206,BA,7
São Gabriel,São Gabriel,2929255,BA,65
São Gonçalo dos Campos,São Gonçalo dos Campos,2929305,BA,30
São José da Vitória,São José da Vitória,2929354,BA,20
São José do Jacuípe,São José do Jacuípe,2929370,BA,60
São Miguel das Matas,São Miguel das Matas,2929404,BA,35
São Sebastião do Passé,São Sebastião do Passé,2929503,BA,30
Sapeaçu,Sapeaçu,2929602,BA,30
Sátiro Dias,Sátiro Dias,2929701,BA,30
Saubara,Saubara,2929750,BA,30
Saúde,Saúde,2929800,BA,65
Seabra,Seabra,2929909,BA,65
Sebastião Laranjeiras,Sebastião Laranjeiras,2930006,BA,65
Senhor do Bonfim,Senhor do Bonfim,2930105,BA,65
Serra do Ramalho,Serra do Ramalho,2930154,BA,65
Sento Sé,Sento Sé,2930204,BA,65
Serra Dourada,Serra Dourada,2930303,BA,65
Serra Preta,Serra Preta,2930402,BA,50
Serrinha,Serrinha,2930501,BA,50
Serrolândia,Serrolândia,2930600,BA,60
Simões Filho,Sim§es Filho,2930709,BA,NA
Sítio do Mato,Sítio do Mato,2930758,BA,65
Sítio do Quinto,Sítio do Quinto,2930766,BA,70
Sobradinho,Sobradinho,2930774,BA,65
Souto Soares,Souto Soares,2930808,BA,65
Tabocas do Brejo Velho,Tabocas do Brejo Velho,2930907,BA,65
Tanhaçu,Tanhaçu,2931004,BA,65
Tanque Novo,Tanque Novo,2931053,BA,65
Tanquinho,Tanquinho,2931103,BA,50
Taperoá,Taperoá,2931202,BA,20
Tapiramutá,Tapiramutá,2931301,BA,60
Teixeira de Freitas,Teixeira de Freitas,2931350,BA,35
Teodoro Sampaio,Teodoro Sampaio,2931400,BA,30
Teofilândia,Teofilândia,2931509,BA,50
Teolândia,Teolândia,2931608,BA,20
Terra Nova,Terra Nova,2931707,BA,30
Tremedal,Tremedal,2931806,BA,65
Tucano,Tucano,2931905,BA,50
Uauá,Uauá,2932002,BA,50
Ubaíra,Ubaíra,2932101,BA,35
Ubaitaba,Ubaitaba,2932200,BA,20
Ubatã,Ubatã,2932309,BA,20
Uibaí,Uibaí,2932408,BA,65
Umburanas,Umburanas,2932457,BA,65
Una,Una,2932507,BA,20
Urandi,Urandi,2932606,BA,65
Uruçuca,Uruçuca,2932705,BA,20
Utinga,Utinga,2932804,BA,65
Valença,Valença,2932903,BA,20
Valente,Valente,2933000,BA,50
Várzea da Roça,Várzea da Roça,2933059,BA,60
Várzea do Poço,Várzea do Poço,2933109,BA,60
Várzea Nova,Várzea Nova,2933158,BA,60
Varzedo,Varzedo,2933174,BA,30
Vera Cruz,Vera Cruz,2933208,BA,7
Vereda,Vereda,2933257,BA,35
Vitória da Conquista,Vitória da Conquista,2933307,BA,35
Wagner,Wagner,2933406,BA,65
Wanderley,Wanderley,2933455,BA,65
Wenceslau Guimarães,Wenceslau Guimarães,2933505,BA,20
Xique-Xique,Xique-Xique,2933604,BA,65
Abadia dos Dourados,Abadia dos Dourados,3100104,MG,40
Abaeté,Abaeté,3100203,MG,40
Abre Campo,Abre Campo,3100302,MG,26
Acaiaca,Acaiaca,3100401,MG,26
Açucena,Açucena,3100500,MG,30
Água Boa,Água Boa,3100609,MG,30
Água Comprida,Água Comprida,3100708,MG,24
Aguanil,Aguanil,3100807,MG,30
Águas Formosas,Águas Formosas,3100906,MG,60
Águas Vermelhas,Águas Vermelhas,3101003,MG,65
Aimorés,Aimorés,3101102,MG,30
Aiuruoca,Aiuruoca,3101201,MG,30
Alagoa,Alagoa,3101300,MG,30
Albertina,Albertina,3101409,MG,30
Além Paraíba,Além Paraíba,3101508,MG,30
Alfenas,Alfenas,3101607,MG,26
Alfredo Vasconcelos,Alfredo Vasconcelos,3101631,MG,30
Almenara,Almenara,3101706,MG,60
Alpercata,Alpercata,3101805,MG,30
Alpinópolis,Alpinópolis,3101904,MG,26
Alterosa,Alterosa,3102001,MG,26
Alto Caparaó,Alto Caparaó,3102050,MG,24
Alto Rio Doce,Alto Rio Doce,3102100,MG,28
Alvarenga,Alvarenga,3102209,MG,30
Alvinópolis,Alvinópolis,3102308,MG,20
Alvorada de Minas,Alvorada de Minas,3102407,MG,30
Amparo do Serra,Amparo do Serra,3102506,MG,26
Andradas,Andradas,3102605,MG,26
Cachoeira de Pajeú,Cachoeira de Pajeú,3102704,MG,65
Andrelândia,Andrelândia,3102803,MG,30
Angelândia,Angelândia,3102852,MG,40
Antônio Carlos,Antânio Carlos,3102902,MG,NA
Antônio Dias,Antânio Dias,3103009,MG,NA
Antônio Prado de Minas,Antânio Prado de Minas,3103108,MG,NA
Araçaí,Araçaí,3103207,MG,20
Aracitaba,Aracitaba,3103306,MG,24
Araçuaí,Araçuaí,3103405,MG,65
Araguari,Araguari,3103504,MG,30
Arantina,Arantina,3103603,MG,30
Araponga,Araponga,3103702,MG,28
Araporã,Araporã,3103751,MG,20
Arapuá,Arapuá,3103801,MG,40
Araújos,Araújos,3103900,MG,35
Araxá,Araxá,3104007,MG,35
Arceburgo,Arceburgo,3104106,MG,28
Arcos,Arcos,3104205,MG,35
Areado,Areado,3104304,MG,26
Argirita,Argirita,3104403,MG,30
Aricanduva,Aricanduva,3104452,MG,40
Arinos,Arinos,3104502,MG,65
Astolfo Dutra,Astolfo Dutra,3104601,MG,30
Ataléia,Ataléia,3104700,MG,50
Augusto de Lima,Augusto de Lima,3104809,MG,40
Baependi,Baependi,3104908,MG,30
Baldim,Baldim,3105004,MG,20
Bambuí,Bambuí,3105103,MG,35
Bandeira,Bandeira,3105202,MG,60
Bandeira do Sul,Bandeira do Sul,3105301,MG,26
